"","HumanSample","HumanCohort","SiteComparison","MeanBrayCurtis"
"818","D0302-V402NS01","Non-Farmer","Same Site",0.976102048612979
"819","D0302-V403NS01","Non-Farmer","Different Site",0.942831739628237
"820","D0302-V403NS01","Non-Farmer","Same Site",0.940120436642041
"821","D0326-V102NS01","Non-Farmer","Different Site",0.933842462431154
"822","D0326-V102NS01","Non-Farmer","Same Site",0.965593506949175
"823","D0326-V201NS01","Non-Farmer","Different Site",0.84948634461085
"824","D0326-V201NS01","Non-Farmer","Same Site",0.870226726355769
"825","D0326-V202NS01","Non-Farmer","Different Site",0.93645060574901
"826","D0326-V202NS01","Non-Farmer","Same Site",0.967713754451603
"827","D0326-V203NS01","Non-Farmer","Different Site",0.940614100525482
"828","D0326-V203NS01","Non-Farmer","Same Site",0.971872590868746
"829","D0326-V302NS01","Non-Farmer","Different Site",0.943092276280763
"830","D0326-V302NS01","Non-Farmer","Same Site",0.974490759883574
"831","D0326-V402NS01","Non-Farmer","Different Site",0.942742541871559
"832","D0326-V402NS01","Non-Farmer","Same Site",0.974316905042549
"833","D0334-V101NS01","Non-Farmer","Different Site",0.778142630637425
"834","D0334-V101NS01","Non-Farmer","Same Site",0.801692920222265
"835","D0334-V102NS01","Non-Farmer","Different Site",0.915219363977987
"836","D0334-V102NS01","Non-Farmer","Same Site",0.934678725361854
"837","D0334-V103NS01","Non-Farmer","Different Site",0.935458482479644
"838","D0334-V103NS01","Non-Farmer","Same Site",0.954654371719945
"839","D0334-V201NS01","Non-Farmer","Different Site",0.829862695068915
"840","D0334-V201NS01","Non-Farmer","Same Site",0.849765356970199
"841","D0334-V202NS01","Non-Farmer","Different Site",0.927316572528379
"842","D0334-V202NS01","Non-Farmer","Same Site",0.946390727334588
"843","D0334-V203NS01","Non-Farmer","Different Site",0.933767736517519
"844","D0334-V203NS01","Non-Farmer","Same Site",0.955823552625131
"845","D0334-V302NS01","Non-Farmer","Different Site",0.941688859967651
"846","D0334-V302NS01","Non-Farmer","Same Site",0.961686842622268
"847","D0334-V303NS01","Non-Farmer","Different Site",0.933862473836629
"848","D0334-V303NS01","Non-Farmer","Same Site",0.9559601099445
"849","D0334-V402NS01","Non-Farmer","Different Site",0.926194950884016
"850","D0334-V402NS01","Non-Farmer","Same Site",0.945817022399882
"851","D0336-V101NS01","Non-Farmer","Different Site",0.864849856356144
"852","D0336-V101NS01","Non-Farmer","Same Site",0.824375286919383
"853","D0336-V102NS01","Non-Farmer","Different Site",0.943915114377325
"854","D0336-V102NS01","Non-Farmer","Same Site",0.875707808047211
"855","D0336-V103NS01","Non-Farmer","Different Site",0.925878398840448
"856","D0336-V103NS01","Non-Farmer","Same Site",0.879073733545387
"857","D0336-V201NS01","Non-Farmer","Different Site",0.886856579797729
"858","D0336-V201NS01","Non-Farmer","Same Site",0.836223946006746
"859","D0336-V202NS01","Non-Farmer","Different Site",0.94342572312695
"860","D0336-V202NS01","Non-Farmer","Same Site",0.878707833163631
"861","D0336-V203NS01","Non-Farmer","Different Site",0.915254384928481
"862","D0336-V203NS01","Non-Farmer","Same Site",0.866890382367676
"863","D0336-V302NS01","Non-Farmer","Different Site",0.922355132968958
"864","D0336-V302NS01","Non-Farmer","Same Site",0.859014944901586
"865","D0336-V303NS01","Non-Farmer","Different Site",0.921969190197784
"866","D0336-V303NS01","Non-Farmer","Same Site",0.863315168512445
"867","D0336-V402NS01","Non-Farmer","Different Site",0.932503183684846
"868","D0336-V402NS01","Non-Farmer","Same Site",0.895236893953206
"869","D0338-V101NS01","Non-Farmer","Different Site",0.947914138734764
"870","D0338-V101NS01","Non-Farmer","Same Site",0.953717025787497
"871","D0339-V101NS01","Non-Farmer","Different Site",0.935778120871559
"872","D0339-V101NS01","Non-Farmer","Same Site",0.900898501826078
"873","D0402-F001NS01","Non-Farmer","Different Site",0.852082012881653
"874","D0402-F001NS01","Non-Farmer","Same Site",0.933154906817751
"875","D0402-S001NS01","Non-Farmer","Different Site",0.940264549952297
"876","D0402-S001NS01","Non-Farmer","Same Site",0.949130976165347
"877","D0402-V103NS01","Non-Farmer","Different Site",0.903589764969359
"878","D0402-V103NS01","Non-Farmer","Same Site",0.932210858384274
"879","D0402-V203NS01","Non-Farmer","Different Site",0.902412071429802
"880","D0402-V203NS01","Non-Farmer","Same Site",0.932975260765737
"881","D0402-V302NS01","Non-Farmer","Different Site",0.772382009798247
"882","D0402-V302NS01","Non-Farmer","Same Site",0.790304329926944
"883","D0402-V303NS01","Non-Farmer","Different Site",0.854537130723728
"884","D0402-V303NS01","Non-Farmer","Same Site",0.930461137963762
"885","D0402-V401NS01","Non-Farmer","Different Site",0.844335194648359
"886","D0402-V401NS01","Non-Farmer","Same Site",0.941088568813078
"887","D0402-V402NS01","Non-Farmer","Different Site",0.879103048880588
"888","D0402-V402NS01","Non-Farmer","Same Site",0.923475543075085
"889","D0402-V403NS01","Non-Farmer","Different Site",0.855290915652225
"890","D0402-V403NS01","Non-Farmer","Same Site",0.928303204541026
"891","D0436-V101NS01","Non-Farmer","Different Site",0.865051433669345
"892","D0436-V101NS01","Non-Farmer","Same Site",0.835517690460745
"893","D0436-V102NS01","Non-Farmer","Different Site",0.92644640892457
"894","D0436-V102NS01","Non-Farmer","Same Site",0.855250627648549
"895","D0436-V103NS01","Non-Farmer","Different Site",0.924340752295394
"896","D0436-V103NS01","Non-Farmer","Same Site",0.866612808347844
"897","D0436-V202NS01","Non-Farmer","Different Site",0.92287735167764
"898","D0436-V202NS01","Non-Farmer","Same Site",0.863853693253373
"899","D0436-V203NS01","Non-Farmer","Different Site",0.915638297541811
"900","D0436-V203NS01","Non-Farmer","Same Site",0.850738989181591
"901","D0436-V302NS01","Non-Farmer","Different Site",0.927244031511341
"902","D0436-V302NS01","Non-Farmer","Same Site",0.873750702534583
"903","D0436-V401NS01","Non-Farmer","Different Site",0.916872464772011
"904","D0436-V401NS01","Non-Farmer","Same Site",0.852312465576774
"905","D0436-V402NS01","Non-Farmer","Different Site",0.92097305244907
"906","D0436-V402NS01","Non-Farmer","Same Site",0.850006415717956
"907","D0502-V102NS01","Non-Farmer","Different Site",0.92285534390962
"908","D0502-V102NS01","Non-Farmer","Same Site",0.940525577269899
"909","D0502-V202NS01","Non-Farmer","Different Site",0.928658074654453
"910","D0502-V202NS01","Non-Farmer","Same Site",0.940159597465576
"911","D0502-V302NS01","Non-Farmer","Different Site",0.941777351227419
"912","D0502-V302NS01","Non-Farmer","Same Site",0.943363588207057
"913","D0502-V402NS01","Non-Farmer","Different Site",0.930808400144626
"914","D0502-V402NS01","Non-Farmer","Same Site",0.936311874202576
"915","D0536-V101NS01","Non-Farmer","Different Site",0.848067761815235
"916","D0536-V101NS01","Non-Farmer","Same Site",0.866915484119888
"917","D0536-V102NS01","Non-Farmer","Different Site",0.917735775741336
"918","D0536-V102NS01","Non-Farmer","Same Site",0.854238347595012
"919","D0536-V103NS01","Non-Farmer","Different Site",0.925121636736601
"920","D0536-V103NS01","Non-Farmer","Same Site",0.864044840636662
"921","D0536-V202NS01","Non-Farmer","Different Site",0.882792679863542
"922","D0536-V202NS01","Non-Farmer","Same Site",0.85073481851886
"923","D0536-V203NS01","Non-Farmer","Different Site",0.856866832915665
"924","D0536-V203NS01","Non-Farmer","Same Site",0.810647435669184
"925","D0536-V302NS01","Non-Farmer","Different Site",0.866488719222125
"926","D0536-V302NS01","Non-Farmer","Same Site",0.819249702539526
"927","D0536-V401NS01","Non-Farmer","Different Site",0.936466135065215
"928","D0536-V401NS01","Non-Farmer","Same Site",0.885697333482198
"929","D0536-V402NS01","Non-Farmer","Different Site",0.868691690851869
"930","D0536-V402NS01","Non-Farmer","Same Site",0.830381712954824
"931","D0636-V101NS01","Non-Farmer","Different Site",0.944528746086055
"932","D0636-V101NS01","Non-Farmer","Same Site",0.898843022418388
"933","D0636-V102NS01","Non-Farmer","Different Site",0.93357649614879
"934","D0636-V102NS01","Non-Farmer","Same Site",0.861653664624903
"935","D0636-V103NS01","Non-Farmer","Different Site",0.926940795325748
"936","D0636-V103NS01","Non-Farmer","Same Site",0.855974850109467
"937","D0636-V202NS01","Non-Farmer","Different Site",0.934783307226295
"938","D0636-V202NS01","Non-Farmer","Same Site",0.868572827963639
"939","D0636-V302NS01","Non-Farmer","Different Site",0.945711954275236
"940","D0636-V302NS01","Non-Farmer","Same Site",0.881747579021286
"941","D0636-V401NS01","Non-Farmer","Different Site",0.939178908295582
"942","D0636-V401NS01","Non-Farmer","Same Site",0.872761595296337
"943","D0636-V402NS01","Non-Farmer","Different Site",0.946336022519258
"944","D0636-V402NS01","Non-Farmer","Same Site",0.914634704424006
"945","D0903-V103NS01","Non-Farmer","Different Site",0.941676935777345
"946","D0903-V103NS01","Non-Farmer","Same Site",0.892063325927493
"947","D0903-V104NS01","Non-Farmer","Different Site",0.945953817171307
"948","D0903-V104NS01","Non-Farmer","Same Site",0.896016913519709
"949","D0903-V203NS01","Non-Farmer","Different Site",0.945843100629032
"950","D0903-V203NS01","Non-Farmer","Same Site",0.895704345582133
"951","D0903-V303NS01","Non-Farmer","Different Site",0.945865729007635
"952","D0903-V303NS01","Non-Farmer","Same Site",0.895890250947718
"953","D0903-V403NS01","Non-Farmer","Different Site",0.94584186883109
"954","D0903-V403NS01","Non-Farmer","Same Site",0.895721389326465
"955","D0922-V103NS01","Non-Farmer","Different Site",0.94170345280973
"956","D0922-V103NS01","Non-Farmer","Same Site",0.964238510198555
"957","D0922-V203NS01","Non-Farmer","Different Site",0.917377883012892
"958","D0922-V203NS01","Non-Farmer","Same Site",0.943094526803338
"959","D0922-V302NS01","Non-Farmer","Different Site",0.938436835821223
"960","D0922-V302NS01","Non-Farmer","Same Site",0.961511514998546
"961","D0922-V303NS01","Non-Farmer","Different Site",0.932413225476787
"962","D0922-V303NS01","Non-Farmer","Same Site",0.954819115401497
"963","D0922-V402NS01","Non-Farmer","Different Site",0.936694705410472
"964","D0922-V402NS01","Non-Farmer","Same Site",0.958930409588433
"965","D0922-V403NS01","Non-Farmer","Different Site",0.910712606574966
"966","D0922-V403NS01","Non-Farmer","Same Site",0.936887708806007
"967","D0927-V203NS01","Non-Farmer","Different Site",0.86493115785272
"968","D0927-V203NS01","Non-Farmer","Same Site",0.896586192001192
"969","D0927-V302NS01","Non-Farmer","Different Site",0.890412188603812
"970","D0927-V302NS01","Non-Farmer","Same Site",0.907739109634962
"971","D0927-V303NS01","Non-Farmer","Different Site",0.922306371572117
"972","D0927-V303NS01","Non-Farmer","Same Site",0.924526528268791
"973","D0927-V402NS01","Non-Farmer","Different Site",0.899266443075551
"974","D0927-V402NS01","Non-Farmer","Same Site",0.910226278519778
"975","D0927-V403NS01","Non-Farmer","Different Site",0.838694797872503
"976","D0927-V403NS01","Non-Farmer","Same Site",0.862470166267593
"977","D0928-V103NS01","Non-Farmer","Different Site",0.918793334918716
"978","D0928-V103NS01","Non-Farmer","Same Site",0.917512371869684
"979","D0928-V203NS01","Non-Farmer","Different Site",0.922785068435659
"980","D0928-V203NS01","Non-Farmer","Same Site",0.920694697669578
"981","D0928-V302NS01","Non-Farmer","Different Site",0.937984396476123
"982","D0928-V302NS01","Non-Farmer","Same Site",0.935572717694818
"983","D0928-V303NS01","Non-Farmer","Different Site",0.944476879366391
"984","D0928-V303NS01","Non-Farmer","Same Site",0.941894721827389
"985","D0928-V402NS01","Non-Farmer","Different Site",0.935924152105638
"986","D0928-V402NS01","Non-Farmer","Same Site",0.93228536850551
"987","D0936-V103NS01","Non-Farmer","Different Site",0.945452828290777
"988","D0936-V103NS01","Non-Farmer","Same Site",0.879918434639738
"989","D0936-V202NS01","Non-Farmer","Different Site",0.944816999839235
"990","D0936-V202NS01","Non-Farmer","Same Site",0.880274818180843
"991","D0936-V203NS01","Non-Farmer","Different Site",0.944628229306386
"992","D0936-V203NS01","Non-Farmer","Same Site",0.878348485605018
"993","D0936-V302NS01","Non-Farmer","Different Site",0.945496703131737
"994","D0936-V302NS01","Non-Farmer","Same Site",0.88086363913205
"995","D0936-V303NS01","Non-Farmer","Different Site",0.945580120780352
"996","D0936-V303NS01","Non-Farmer","Same Site",0.881079822071661
"997","D0936-V402NS01","Non-Farmer","Different Site",0.945832391123797
"998","D0936-V402NS01","Non-Farmer","Same Site",0.882062988666819
"999","D1016-V103NS01","Non-Farmer","Different Site",0.934281134148198
"1000","D1016-V103NS01","Non-Farmer","Same Site",0.926295265447957
"1001","D1016-V203NS01","Non-Farmer","Different Site",0.918743516007263
"1002","D1016-V203NS01","Non-Farmer","Same Site",0.911888753228316
"1003","D1016-V302NS01","Non-Farmer","Different Site",0.97484652416095
"1004","D1016-V302NS01","Non-Farmer","Same Site",0.975207001200333
"1005","D1016-V303NS01","Non-Farmer","Different Site",0.934223424871245
"1006","D1016-V303NS01","Non-Farmer","Same Site",0.925460869155796
"1007","D1016-V402NS01","Non-Farmer","Different Site",0.930912065384106
"1008","D1016-V402NS01","Non-Farmer","Same Site",0.923742287868251
"1009","D1016-V403NS01","Non-Farmer","Different Site",0.939768005287168
"1010","D1016-V403NS01","Non-Farmer","Same Site",0.932446782609741
"1011","D1034-V103NS01","Non-Farmer","Different Site",0.89534516018461
"1012","D1034-V103NS01","Non-Farmer","Same Site",0.920731133704846
"1013","D1034-V203NS01","Non-Farmer","Different Site",0.886280653837799
"1014","D1034-V203NS01","Non-Farmer","Same Site",0.897472474346582
"1015","D1034-V302NS01","Non-Farmer","Different Site",0.938252145340764
"1016","D1034-V302NS01","Non-Farmer","Same Site",0.958292448229319
"1017","D1034-V303NS01","Non-Farmer","Different Site",0.902401011066803
"1018","D1034-V303NS01","Non-Farmer","Same Site",0.921280658785252
"1019","D1034-V402NS01","Non-Farmer","Different Site",0.937687196781094
"1020","D1034-V402NS01","Non-Farmer","Same Site",0.930578058251681
"1021","W0101-P001NS01","Farmer","Different Site",0.863646071655221
"1022","W0101-P001NS01","Farmer","Same Site",0.95948185291512
"1023","W0102-P001NS01","Farmer","Different Site",0.874566679657661
"1024","W0102-P001NS01","Farmer","Same Site",0.939215991697278
"1025","W0102-S001NS01","Farmer","Different Site",0.856820216883966
"1026","W0102-S001NS01","Farmer","Same Site",0.916239177804499
"1027","W0102-V102NS01","Farmer","Different Site",0.844753028577897
"1028","W0102-V102NS01","Farmer","Same Site",0.916026660467264
"1029","W0102-V103NS01","Farmer","Different Site",0.837177539598435
"1030","W0102-V103NS01","Farmer","Same Site",0.897701386537861
"1031","W0102-V104NS01","Farmer","Different Site",0.993734929988332
"1032","W0102-V104NS01","Farmer","Same Site",0.993662545784513
"1033","W0102-V203NS01","Farmer","Different Site",0.927060729011565
"1034","W0102-V203NS01","Farmer","Same Site",0.930861255010661
"1035","W0102-V204NS01","Farmer","Different Site",0.832037212428136
"1036","W0102-V204NS01","Farmer","Same Site",0.921291786341534
"1037","W0102-V303NS01","Farmer","Different Site",0.846164448799201
"1038","W0102-V303NS01","Farmer","Same Site",0.927484749319656
"1039","W0102-V401NS01","Farmer","Different Site",0.854188735705714
"1040","W0102-V401NS01","Farmer","Same Site",0.914393589110245
"1041","W0102-V402NS01","Farmer","Different Site",0.938180023544829
"1042","W0102-V402NS01","Farmer","Same Site",0.93939693192594
"1043","W0102-V403NS01","Farmer","Different Site",0.840702799892866
"1044","W0102-V403NS01","Farmer","Same Site",0.925536500503989
"1045","W0102-W001NS01","Farmer","Different Site",0.850564968985598
"1046","W0102-W001NS01","Farmer","Same Site",0.904810372138396
"1047","W0103-P001NS01","Farmer","Different Site",0.825161651816547
"1048","W0103-P001NS01","Farmer","Same Site",0.808874345288312
"1049","W0103-S001NS01","Farmer","Different Site",0.770218212025446
"1050","W0103-S001NS01","Farmer","Same Site",0.696000074680289
"1051","W0103-V102NS01","Farmer","Different Site",0.849127345816312
"1052","W0103-V102NS01","Farmer","Same Site",0.770080028714866
"1053","W0103-V103NS01","Farmer","Different Site",0.853071761592422
"1054","W0103-V103NS01","Farmer","Same Site",0.775919809227921
"1055","W0103-V104NS01","Farmer","Different Site",0.929210363627593
"1056","W0103-V104NS01","Farmer","Same Site",0.935690724269914
"1057","W0103-V203NS01","Farmer","Different Site",0.820965134898226
"1058","W0103-V203NS01","Farmer","Same Site",0.706222223121906
"1059","W0103-V204NS01","Farmer","Different Site",0.826409284055035
"1060","W0103-V204NS01","Farmer","Same Site",0.784594269501003
"1061","W0103-V401NS01","Farmer","Different Site",0.780761890281626
"1062","W0103-V401NS01","Farmer","Same Site",0.711818690381542
"1063","W0103-V402NS01","Farmer","Different Site",0.789536648570166
"1064","W0103-V402NS01","Farmer","Same Site",0.677299143843697
"1065","W0103-V403NS01","Farmer","Different Site",0.893957241743096
"1066","W0103-V403NS01","Farmer","Same Site",0.837238851296328
"1067","W0103-W001NS01","Farmer","Different Site",0.844589655357033
"1068","W0103-W001NS01","Farmer","Same Site",0.823752422151757
"1069","W0104-P001NS01","Farmer","Different Site",0.924124229566092
"1070","W0104-P001NS01","Farmer","Same Site",0.874976734072521
"1071","W0104-S001NS01","Farmer","Different Site",0.933604020960826
"1072","W0104-S001NS01","Farmer","Same Site",0.888414329157911
"1073","W0104-V102NS01","Farmer","Different Site",0.932226705035638
"1074","W0104-V102NS01","Farmer","Same Site",0.883199844698883
"1075","W0104-V401NS01","Farmer","Different Site",0.939017008161574
"1076","W0104-V401NS01","Farmer","Same Site",0.895627881046944
"1077","W0104-W001NS01","Farmer","Different Site",0.915666138628569
"1078","W0104-W001NS01","Farmer","Same Site",0.870248185874236
"1079","W0105-P001NS01","Farmer","Different Site",0.77770920825805
"1080","W0105-P001NS01","Farmer","Same Site",0.679990092629598
"1081","W0105-S001NS01","Farmer","Different Site",0.822342914872054
"1082","W0105-S001NS01","Farmer","Same Site",0.824765848514329
"1083","W0105-V102NS01","Farmer","Different Site",0.773453664726368
"1084","W0105-V102NS01","Farmer","Same Site",0.75400294168592
"1085","W0105-V103NS01","Farmer","Different Site",0.804122874055517
"1086","W0105-V103NS01","Farmer","Same Site",0.826088365287879
"1087","W0105-V104NS01","Farmer","Different Site",0.890343050043202
"1088","W0105-V104NS01","Farmer","Same Site",0.901191818818755
"1089","W0105-V203NS01","Farmer","Different Site",0.796484934900383
"1090","W0105-V203NS01","Farmer","Same Site",0.80095401805054
"1091","W0105-V204NS01","Farmer","Different Site",0.895409922949852
"1092","W0105-V204NS01","Farmer","Same Site",0.902100764938401
"1093","W0105-V303NS01","Farmer","Different Site",0.785966523348831
"1094","W0105-V303NS01","Farmer","Same Site",0.769180898505271
"1095","W0105-V401NS01","Farmer","Different Site",0.908544238430679
"1096","W0105-V401NS01","Farmer","Same Site",0.926514737459016
"1097","W0105-V402NS01","Farmer","Different Site",0.883867616258219
"1098","W0105-V402NS01","Farmer","Same Site",0.89374601010563
"1099","W0105-V403NS01","Farmer","Different Site",0.837285952206285
"1100","W0105-V403NS01","Farmer","Same Site",0.83551229614697
"1101","W0105-W001NS01","Farmer","Different Site",0.974762939685947
"1102","W0105-W001NS01","Farmer","Same Site",0.97998178107721
"1103","W0106-S001NS01","Farmer","Different Site",0.860888882125813
"1104","W0106-S001NS01","Farmer","Same Site",0.939132949709834
"1105","W0106-V103NS01","Farmer","Different Site",0.806898262441179
"1106","W0106-V103NS01","Farmer","Same Site",0.871103171022131
"1107","W0106-V104NS01","Farmer","Different Site",0.802782633878295
"1108","W0106-V104NS01","Farmer","Same Site",0.866092404736834
"1109","W0106-V203NS01","Farmer","Different Site",0.930503448828973
"1110","W0106-V203NS01","Farmer","Same Site",0.915432578610108
"1111","W0106-V302NS01","Farmer","Different Site",0.827804901067314
"1112","W0106-V302NS01","Farmer","Same Site",0.87236327098109
"1113","W0106-V303NS01","Farmer","Different Site",0.898737004240194
"1114","W0106-V303NS01","Farmer","Same Site",0.93319523216784
"1115","W0106-V401NS01","Farmer","Different Site",0.836947601200493
"1116","W0106-V401NS01","Farmer","Same Site",0.903170056847555
"1117","W0106-V402NS01","Farmer","Different Site",0.833847983326498
"1118","W0106-V402NS01","Farmer","Same Site",0.901245653029616
"1119","W0106-V403NS01","Farmer","Different Site",0.733380346024164
"1120","W0106-V403NS01","Farmer","Same Site",0.762308736022969
"1121","W0107-F001NS01","Farmer","Different Site",0.927070526475871
"1122","W0107-F001NS01","Farmer","Same Site",0.961793494888001
"1123","W0107-S001NS01","Farmer","Different Site",0.888920323567244
"1124","W0107-S001NS01","Farmer","Same Site",0.947069938147489
"1125","W0107-V103NS01","Farmer","Different Site",0.921450911090038
"1126","W0107-V103NS01","Farmer","Same Site",0.958551327619046
"1127","W0107-V203NS01","Farmer","Different Site",0.898480075476672
"1128","W0107-V203NS01","Farmer","Same Site",0.933092108540325
"1129","W0107-V302NS01","Farmer","Different Site",0.857748311181306
"1130","W0107-V302NS01","Farmer","Same Site",0.879437513555139
"1131","W0107-V303NS01","Farmer","Different Site",0.918158231488141
"1132","W0107-V303NS01","Farmer","Same Site",0.946012080737731
"1133","W0107-V401NS01","Farmer","Different Site",0.713037981605158
"1134","W0107-V401NS01","Farmer","Same Site",0.79440802867671
"1135","W0107-V402NS01","Farmer","Different Site",0.863286834958001
"1136","W0107-V402NS01","Farmer","Same Site",0.893209809016904
"1137","W0107-V403NS01","Farmer","Different Site",0.854232899303526
"1138","W0107-V403NS01","Farmer","Same Site",0.860455640652548
"1139","W0108-P001NS01","Farmer","Different Site",0.807451396045052
"1140","W0108-P001NS01","Farmer","Same Site",0.908680691439417
"1141","W0108-S001NS01","Farmer","Different Site",0.829924328326334
"1142","W0108-S001NS01","Farmer","Same Site",0.943121583775202
"1143","W0109-F001NS01","Farmer","Different Site",0.981152967158261
"1144","W0109-F001NS01","Farmer","Same Site",0.978410121421181
"1145","W0109-P001NS01","Farmer","Different Site",0.93895825326674
"1146","W0109-P001NS01","Farmer","Same Site",0.923040300120402
"1147","W0109-S001NS01","Farmer","Different Site",0.870192797074979
"1148","W0109-S001NS01","Farmer","Same Site",0.786111957667827
"1149","W0110-F001NS01","Farmer","Different Site",0.839135954933714
"1150","W0110-F001NS01","Farmer","Same Site",0.730809147257494
"1151","W0110-P001NS01","Farmer","Different Site",0.889682602991743
"1152","W0110-P001NS01","Farmer","Same Site",0.785771484268208
"1153","W0110-S001NS01","Farmer","Different Site",0.819184357532072
"1154","W0110-S001NS01","Farmer","Same Site",0.702998814792672
"1155","W0110-V103NS01","Farmer","Different Site",0.747712328092264
"1156","W0110-V103NS01","Farmer","Same Site",0.681453584342994
"1157","W0110-V104NS01","Farmer","Different Site",0.747993065651354
"1158","W0110-V104NS01","Farmer","Same Site",0.623372449780024
"1159","W0110-V203NS01","Farmer","Different Site",0.813454679275148
"1160","W0110-V203NS01","Farmer","Same Site",0.733343964998479
"1161","W0110-V302NS01","Farmer","Different Site",0.724468522432225
"1162","W0110-V302NS01","Farmer","Same Site",0.640402743328979
"1163","W0110-V303NS01","Farmer","Different Site",0.756362357872165
"1164","W0110-V303NS01","Farmer","Same Site",0.688731697917838
"1165","W0110-V401NS01","Farmer","Different Site",0.693923657115922
"1166","W0110-V401NS01","Farmer","Same Site",0.593426190074916
"1167","W0110-V402NS01","Farmer","Different Site",0.731382216292539
"1168","W0110-V402NS01","Farmer","Same Site",0.667777881319702
"1169","W0110-V403NS01","Farmer","Different Site",0.840191606618168
"1170","W0110-V403NS01","Farmer","Same Site",0.826740579499548
"1171","W0111-F001NS01","Farmer","Different Site",0.881049872789839
"1172","W0111-F001NS01","Farmer","Same Site",0.891894104560625
"1173","W0111-P001NS01","Farmer","Different Site",0.901905638205497
"1174","W0111-P001NS01","Farmer","Same Site",0.908493624405122
"1175","W0111-S001NS01","Farmer","Different Site",0.928890633299693
"1176","W0111-S001NS01","Farmer","Same Site",0.939238275993463
"1177","W0111-V103NS01","Farmer","Different Site",0.717568813753976
"1178","W0111-V103NS01","Farmer","Same Site",0.729420583405655
"1179","W0111-V302NS01","Farmer","Different Site",0.781980030331136
"1180","W0111-V302NS01","Farmer","Same Site",0.80599166090987
"1181","W0111-V401NS01","Farmer","Different Site",0.843058643211357
"1182","W0111-V401NS01","Farmer","Same Site",0.875718752288824
"1183","W0111-V402NS01","Farmer","Different Site",0.818774579425879
"1184","W0111-V402NS01","Farmer","Same Site",0.780458324394944
"1185","W0112-P001NS01","Farmer","Different Site",0.935580514559614
"1186","W0112-P001NS01","Farmer","Same Site",0.947710470672853
"1187","W0112-S001NS01","Farmer","Different Site",0.961827058887917
"1188","W0112-S001NS01","Farmer","Same Site",0.962758214696028
"1189","W0112-V103NS01","Farmer","Different Site",0.89492343555351
"1190","W0112-V103NS01","Farmer","Same Site",0.924298086313188
"1191","W0112-V203NS01","Farmer","Different Site",0.899451630491859
"1192","W0112-V203NS01","Farmer","Same Site",0.922692096596623
"1193","W0112-V301NS01","Farmer","Different Site",0.900265140619098
"1194","W0112-V301NS01","Farmer","Same Site",0.918538620585167
"1195","W0112-V302NS01","Farmer","Different Site",0.776251028184709
"1196","W0112-V302NS01","Farmer","Same Site",0.719994782424724
"1197","W0112-V303NS01","Farmer","Different Site",0.940786519882905
"1198","W0112-V303NS01","Farmer","Same Site",0.964970469488111
"1199","W0112-V401NS01","Farmer","Different Site",0.863013209424802
"1200","W0112-V401NS01","Farmer","Same Site",0.895126821605283
"1201","W0112-V402NS01","Farmer","Different Site",0.969568964103127
"1202","W0112-V402NS01","Farmer","Same Site",0.967674772400172
"1203","W0112-V403NS01","Farmer","Different Site",0.850315492934426
"1204","W0112-V403NS01","Farmer","Same Site",0.847980067700557
"1205","W0114-P001NS01","Farmer","Different Site",0.854898554895829
"1206","W0114-P001NS01","Farmer","Same Site",0.888737943296711
"1207","W0114-S001NS01","Farmer","Different Site",0.85040656112894
"1208","W0114-S001NS01","Farmer","Same Site",0.891470365494856
"1209","W0114-V103NS01","Farmer","Different Site",0.914060025414031
"1210","W0114-V103NS01","Farmer","Same Site",0.915503914245053
"1211","W0114-V203NS01","Farmer","Different Site",0.905890657857531
"1212","W0114-V203NS01","Farmer","Same Site",0.909224114148366
"1213","W0114-V301NS01","Farmer","Different Site",0.84297105464536
"1214","W0114-V301NS01","Farmer","Same Site",0.87147855404744
"1215","W0114-V302NS01","Farmer","Different Site",0.860258669255506
"1216","W0114-V302NS01","Farmer","Same Site",0.866591184927085
"1217","W0114-V303NS01","Farmer","Different Site",0.938057185647873
"1218","W0114-V303NS01","Farmer","Same Site",0.942529570322467
"1219","W0114-V401NS01","Farmer","Different Site",0.88127193923436
"1220","W0114-V401NS01","Farmer","Same Site",0.885121503218795
"1221","W0114-V402NS01","Farmer","Different Site",0.80565958716438
"1222","W0114-V402NS01","Farmer","Same Site",0.814004820499544
"1223","W0115-P001NS01","Farmer","Different Site",0.902613707281216
"1224","W0115-P001NS01","Farmer","Same Site",0.894172187326752
"1225","W0115-S001NS01","Farmer","Different Site",0.866566665688233
"1226","W0115-S001NS01","Farmer","Same Site",0.875205696150849
"1227","W0115-V103NS01","Farmer","Different Site",0.782134107986915
"1228","W0115-V103NS01","Farmer","Same Site",0.713909701475299
"1229","W0115-V203NS01","Farmer","Different Site",0.772798919536659
"1230","W0115-V203NS01","Farmer","Same Site",0.676811905491152
"1231","W0115-V301NS01","Farmer","Different Site",0.773674755219123
"1232","W0115-V301NS01","Farmer","Same Site",0.659444474263093
"1233","W0115-V302NS01","Farmer","Different Site",0.865574707231315
"1234","W0115-V302NS01","Farmer","Same Site",0.827105816695915
"1235","W0115-V303NS01","Farmer","Different Site",0.834870305831617
"1236","W0115-V303NS01","Farmer","Same Site",0.812013553851787
"1237","W0115-V401NS01","Farmer","Different Site",0.807156497647548
"1238","W0115-V401NS01","Farmer","Same Site",0.712298626318513
"1239","W0115-V402NS01","Farmer","Different Site",0.804532453839756
"1240","W0115-V402NS01","Farmer","Same Site",0.798242626396822
