"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Richness"
"W0106-V402NS01","Worker 01","Farm 06","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",17
"W0107-V302NS01","Worker 01","Farm 07","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Farmer",72
"W0107-V402NS01","Worker 01","Farm 07","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",39
"W0110-V302NS01","Worker 01","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Farmer",97
"W0110-V402NS01","Worker 01","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Farmer",145
"W0111-V302NS01","Worker 01","Farm 11","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",61
"W0111-V402NS01","Worker 01","Farm 11","Mar","2021-03-14","NASAL SWAB","Spring","Year 3","Farmer",5
"W0112-V302NS01","Worker 01","Farm 12","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",107
"W0112-V402NS01","Worker 01","Farm 12","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Farmer",13
"W0114-V302NS01","Worker 01","Farm 14","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Farmer",43
"W0114-V402NS01","Worker 01","Farm 14","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Farmer",156
"W0115-V302NS01","Worker 01","Farm 15","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Farmer",74
"W0115-V402NS01","Worker 01","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",24
"W0116-V202NS01","Worker 01","Farm 16","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",62
"W0116-V302NS01","Worker 01","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Farmer",31
"W0116-V402NS01","Worker 01","Farm 16","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",114
"W0117-V302NS01","Worker 01","Farm 17","Dec","2020-12-06","NASAL SWAB","Winter","Year 2","Farmer",26
"W0117-V402NS01","Worker 01","Farm 17","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Farmer",37
"W0119-V202NS01","Worker 01","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",48
"W0119-V302NS01","Worker 01","Farm 19","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Farmer",85
"W0119-V402NS01","Worker 01","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",82
"W0120-V202NS01","Worker 01","Farm 20","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Farmer",20
"W0120-V302NS01","Worker 01","Farm 20","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",63
"W0120-V402NS01","Worker 01","Farm 20","May","2021-05-04","NASAL SWAB","Spring","Year 3","Farmer",67
"W0121-V202NS01","Worker 01","Farm 21","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",2
"W0121-V302NS01","Worker 01","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",21
"W0121-V402NS01","Worker 01","Farm 21","May","2021-05-04","NASAL SWAB","Spring","Year 3","Farmer",116
"W0122-V202NS01","Worker 01","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Farmer",20
"W0122-V302NS01","Worker 01","Farm 22","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Farmer",7
"W0122-V402NS01","Worker 01","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Farmer",52
"W0123-V202NS01","Worker 01","Farm 23","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Farmer",171
"W0123-V302NS01","Worker 01","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",6
"W0123-V402NS01","Worker 01","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Farmer",101
"W0124-V202NS01","Worker 01","Farm 24","Nov","2020-11-21","NASAL SWAB","Autumn","Year 2","Farmer",32
"W0124-V302NS01","Worker 01","Farm 24","Feb","2021-02-12","NASAL SWAB","Winter","Year 2","Farmer",4
"W0124-V402NS01","Worker 01","Farm 24","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Farmer",61
"W0125-V202NS01","Worker 01","Farm 25","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Farmer",23
"W0125-V302NS01","Worker 01","Farm 25","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Farmer",22
"W0125-V402NS01","Worker 01","Farm 25","May","2021-05-03","NASAL SWAB","Spring","Year 3","Farmer",210
"W0126-V202NS01","Worker 01","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Farmer",26
"W0126-V302NS01","Worker 01","Farm 26","Feb","2021-02-22","NASAL SWAB","Winter","Year 2","Farmer",62
"W0126-V402NS01","Worker 01","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Farmer",30
"W0127-V202NS01","Worker 01","Farm 27","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Farmer",12
"W0127-V302NS01","Worker 01","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Farmer",76
"W0127-V402NS01","Worker 01","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",35
"W0128-V202NS01","Worker 01","Farm 28","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Farmer",21
"W0128-V302NS01","Worker 01","Farm 28","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Farmer",12
"W0128-V402NS01","Worker 01","Farm 28","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",28
"W0129-V202NS01","Worker 01","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Farmer",116
"W0129-V302NS01","Worker 01","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Farmer",15
"W0129-V402NS01","Worker 01","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Farmer",55
"W0133-V102NS01","Worker 01","Farm 33","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Farmer",109
"W0133-V202NS01","Worker 01","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Farmer",11
"W0133-V302NS01","Worker 01","Farm 33","May","2021-05-18","NASAL SWAB","Spring","Year 3","Farmer",12
"W0133-V402NS01","Worker 01","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Farmer",6
"W0134-V102NS01","Worker 01","Farm 34","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Farmer",51
"W0134-V202NS01","Worker 01","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",9
"W0134-V302NS01","Worker 01","Farm 34","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Farmer",21
"W0134-V402NS01","Worker 01","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Farmer",21
"W0135-V102NS01","Worker 01","Farm 35","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Farmer",4
"W0135-V202NS01","Worker 01","Farm 35","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",131
"W0135-V302NS01","Worker 01","Farm 35","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Farmer",44
"W0135-V402NS01","Worker 01","Farm 35","Oct","2021-10-26","NASAL SWAB","Autumn","Year 3","Farmer",93
"W0136-V102NS01","Worker 01","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",40
"W0136-V202NS01","Worker 01","Farm 36","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",65
"W0136-V302NS01","Worker 01","Farm 36","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",65
"W0136-V402NS01","Worker 01","Farm 36","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",11
"W0137-V102NS01","Worker 01","Farm 37","Feb","2021-02-28","NASAL SWAB","Winter","Year 2","Farmer",7
"W0137-V202NS01","Worker 01","Farm 37","May","2021-05-26","NASAL SWAB","Spring","Year 3","Farmer",139
"W0137-V302NS01","Worker 01","Farm 37","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Farmer",83
"W0141-V102NS01","Worker 01","Farm 41","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",51
"W0141-V202NS01","Worker 01","Farm 41","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",34
"W0141-V302NS01","Worker 01","Farm 41","Aug","2021-08-05","NASAL SWAB","Summer","Year 3","Farmer",40
"W0141-V402NS01","Worker 01","Farm 41","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Farmer",65
"W0142-V102NS01","Worker 01","Farm 42","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Farmer",54
"W0142-V202NS01","Worker 01","Farm 42","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",71
"W0142-V302NS01","Worker 01","Farm 42","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",28
"W0142-V402NS01","Worker 01","Farm 42","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Farmer",44
"W0143-V102NS01","Worker 01","Farm 43","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Farmer",47
"W0143-V202NS01","Worker 01","Farm 43","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",84
"W0143-V302NS01","Worker 01","Farm 43","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Farmer",38
"W0143-V402NS01","Worker 01","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Farmer",24
"W0202-V402NS01","Worker 02","Farm 02","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",34
"W0210-V302NS01","Worker 02","Farm 10","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Farmer",42
"W0210-V402NS01","Worker 02","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Farmer",44
"W0215-V302NS01","Worker 02","Farm 15","Nov","2020-11-25","NASAL SWAB","Autumn","Year 2","Farmer",119
"W0215-V402NS01","Worker 02","Farm 15","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",70
"W0216-V202NS01","Worker 02","Farm 16","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",86
"W0216-V302NS01","Worker 02","Farm 16","Mar","2021-03-18","NASAL SWAB","Spring","Year 3","Farmer",54
"W0216-V402NS01","Worker 02","Farm 16","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",84
"W0219-V202NS01","Worker 02","Farm 19","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",96
"W0219-V302NS01","Worker 02","Farm 19","Mar","2021-03-05","NASAL SWAB","Spring","Year 3","Farmer",21
"W0219-V402NS01","Worker 02","Farm 19","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",10
"W0221-V102NS01","Worker 02","Farm 21","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",5
"W0221-V202NS01","Worker 02","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Farmer",25
"W0221-V302NS01","Worker 02","Farm 21","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Farmer",10
"W0221-V402NS01","Worker 02","Farm 21","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Farmer",10
"W0222-V102NS01","Worker 02","Farm 22","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Farmer",64
"W0222-V202NS01","Worker 02","Farm 22","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",67
"W0222-V302NS01","Worker 02","Farm 22","May","2021-05-04","NASAL SWAB","Spring","Year 3","Farmer",71
"W0222-V402NS01","Worker 02","Farm 22","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Farmer",28
"W0223-V202NS01","Worker 02","Farm 23","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Farmer",73
"W0223-V302NS01","Worker 02","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Farmer",12
"W0223-V402NS01","Worker 02","Farm 23","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Farmer",41
"W0226-V202NS01","Worker 02","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Farmer",89
"W0226-V302NS01","Worker 02","Farm 26","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Farmer",45
"W0226-V402NS01","Worker 02","Farm 26","May","2021-05-03","NASAL SWAB","Spring","Year 3","Farmer",85
"W0229-V202NS01","Worker 02","Farm 29","Dec","2020-12-05","NASAL SWAB","Winter","Year 2","Farmer",131
"W0229-V302NS01","Worker 02","Farm 29","Feb","2021-02-20","NASAL SWAB","Winter","Year 2","Farmer",32
"W0229-V402NS01","Worker 02","Farm 29","Apr","2021-04-30","NASAL SWAB","Spring","Year 3","Farmer",51
"W0233-V102NS01","Worker 02","Farm 33","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Farmer",47
"W0233-V202NS01","Worker 02","Farm 33","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Farmer",48
"W0233-V302NS01","Worker 02","Farm 33","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",77
"W0233-V402NS01","Worker 02","Farm 33","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Farmer",20
"W0234-V102NS01","Worker 02","Farm 34","Nov","2020-11-22","NASAL SWAB","Autumn","Year 2","Farmer",73
"W0234-V202NS01","Worker 02","Farm 34","Feb","2021-02-11","NASAL SWAB","Winter","Year 2","Farmer",72
"W0234-V302NS01","Worker 02","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Farmer",7
"W0234-V402NS01","Worker 02","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Farmer",11
"W0236-V102NS01","Worker 02","Farm 36","Nov","2020-11-18","NASAL SWAB","Autumn","Year 2","Farmer",72
"W0236-V202NS01","Worker 02","Farm 36","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",10
"W0236-V302NS01","Worker 02","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",76
"W0236-V402NS01","Worker 02","Farm 36","Aug","2021-08-04","NASAL SWAB","Summer","Year 3","Farmer",9
"W0241-V102NS01","Worker 02","Farm 41","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Farmer",41
"W0241-V202NS01","Worker 02","Farm 41","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",74
"W0241-V302NS01","Worker 02","Farm 41","Aug","2021-08-04","NASAL SWAB","Summer","Year 3","Farmer",50
"W0241-V402NS01","Worker 02","Farm 41","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Farmer",173
"W0242-V102NS01","Worker 02","Farm 42","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Farmer",43
"W0242-V202NS01","Worker 02","Farm 42","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",28
"W0242-V302NS01","Worker 02","Farm 42","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",28
"W0242-V402NS01","Worker 02","Farm 42","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Farmer",55
"W0302-V102NS01","Worker 03","Farm 02","Mar","2020-03-09","NASAL SWAB","Spring","Year 2","Farmer",6
"W0302-V402NS01","Worker 03","Farm 02","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",16
"W0326-V202NS01","Worker 03","Farm 26","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Farmer",85
"W0326-V302NS01","Worker 03","Farm 26","Feb","2021-02-21","NASAL SWAB","Winter","Year 2","Farmer",68
"W0326-V402NS01","Worker 03","Farm 26","May","2021-05-02","NASAL SWAB","Spring","Year 3","Farmer",54
"W0334-V102NS01","Worker 03","Farm 34","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Farmer",59
"W0334-V202NS01","Worker 03","Farm 34","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Farmer",43
"W0334-V302NS01","Worker 03","Farm 34","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Farmer",101
"W0334-V402NS01","Worker 03","Farm 34","Jul","2021-07-22","NASAL SWAB","Summer","Year 3","Farmer",33
"W0336-V102NS01","Worker 03","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",64
"W0336-V202NS01","Worker 03","Farm 36","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",40
"W0336-V302NS01","Worker 03","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",60
"W0336-V402NS01","Worker 03","Farm 36","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",52
"W0436-V102NS01","Worker 04","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",16
"W0436-V202NS01","Worker 04","Farm 36","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",48
"W0436-V302NS01","Worker 04","Farm 36","May","2021-05-11","NASAL SWAB","Spring","Year 3","Farmer",19
"W0436-V402NS01","Worker 04","Farm 36","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",114
"W0502-V102NS01","Worker 05","Farm 02","Mar","2021-03-07","NASAL SWAB","Spring","Year 3","Farmer",60
"W0502-V202NS01","Worker 05","Farm 02","May","2021-05-18","NASAL SWAB","Spring","Year 3","Farmer",19
"W0502-V302NS01","Worker 05","Farm 02","Aug","2021-08-10","NASAL SWAB","Summer","Year 3","Farmer",12
"W0502-V402NS01","Worker 05","Farm 02","Oct","2021-10-30","NASAL SWAB","Autumn","Year 3","Farmer",166
"W0536-V102NS01","Worker 05","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",14
"W0536-V302NS01","Worker 05","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Farmer",4
"W0536-V402NS01","Worker 05","Farm 36","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Farmer",68
"W0636-V102NS01","Worker 06","Farm 36","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",23
"W0636-V202NS01","Worker 06","Farm 36","Mar","2021-03-02","NASAL SWAB","Spring","Year 3","Farmer",70
"W0636-V302NS01","Worker 06","Farm 36","May","2021-05-17","NASAL SWAB","Spring","Year 3","Farmer",54
"C0103-V103NS01","Cow 01","Farm 03","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Cow",120
"C0103-V203NS01","Cow 01","Farm 03","May","2021-05-21","NASAL SWAB","Spring","Year 3","Cow",74
"C0103-V303NS01","Cow 01","Farm 03","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",72
"C0103-V403NS01","Cow 01","Farm 03","Nov","2021-11-15","NASAL SWAB","Autumn","Year 3","Cow",121
"C0106-V103NS01","Cow 01","Farm 06","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",112
"C0106-V203NS01","Cow 01","Farm 06","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",87
"C0106-V303NS01","Cow 01","Farm 06","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",85
"C0106-V403NS01","Cow 01","Farm 06","Jan","2022-01-11","NASAL SWAB","Winter","Year 3","Cow",73
"C0112-V103NS01","Cow 01","Farm 12","May","2021-05-19","NASAL SWAB","Spring","Year 3","Cow",83
"C0112-V203NS01","Cow 01","Farm 12","Aug","2021-08-11","NASAL SWAB","Summer","Year 3","Cow",116
"C0112-V303NS01","Cow 01","Farm 12","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",163
"C0112-V403NS01","Cow 01","Farm 12","Feb","2022-02-01","NASAL SWAB","Winter","Year 3","Cow",100
"C0115-V103NS01","Cow 01","Farm 15","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",86
"C0115-V203NS01","Cow 01","Farm 15","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",74
"C0115-V303NS01","Cow 01","Farm 15","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",150
"C0115-V403NS01","Cow 01","Farm 15","Jan","2022-01-11","NASAL SWAB","Winter","Year 3","Cow",19
"C0116-V103NS01","Cow 01","Farm 16","Aug","2021-08-12","NASAL SWAB","Summer","Year 3","Cow",90
"C0116-V203NS01","Cow 01","Farm 16","Nov","2021-11-08","NASAL SWAB","Autumn","Year 3","Cow",80
"C0116-V303NS01","Cow 01","Farm 16","Feb","2022-02-10","NASAL SWAB","Winter","Year 3","Cow",152
"C0116-V403NS01","Cow 01","Farm 16","May","2022-05-05","NASAL SWAB","Spring","Year 4","Cow",250
"C0117-V103NS01","Cow 01","Farm 17","May","2021-05-09","NASAL SWAB","Spring","Year 3","Cow",135
"C0117-V203NS01","Cow 01","Farm 17","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",101
"C0119-V103NS01","Cow 01","Farm 19","Aug","2021-08-09","NASAL SWAB","Summer","Year 3","Cow",83
"C0119-V303NS01","Cow 01","Farm 19","Feb","2022-02-01","NASAL SWAB","Winter","Year 3","Cow",188
"C0121-V103NS01","Cow 01","Farm 21","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",77
"C0121-V203NS01","Cow 01","Farm 21","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Cow",111
"C0121-V303NS01","Cow 01","Farm 21","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Cow",118
"C0121-V403NS01","Cow 01","Farm 21","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",125
"C0122-V103NS01","Cow 01","Farm 22","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",64
"C0122-V203NS01","Cow 01","Farm 22","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Cow",16
"C0122-V303NS01","Cow 01","Farm 22","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Cow",88
"C0122-V403NS01","Cow 01","Farm 22","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",65
"C0124-V103NS01","Cow 01","Farm 24","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Cow",130
"C0124-V203NS01","Cow 01","Farm 24","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",69
"C0124-V303NS01","Cow 01","Farm 24","Jan","2022-01-21","NASAL SWAB","Winter","Year 3","Cow",91
"C0124-V403NS01","Cow 01","Farm 24","Apr","2022-04-11","NASAL SWAB","Spring","Year 4","Cow",162
"C0128-V203NS01","Cow 01","Farm 28","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",139
"C0128-V403NS01","Cow 01","Farm 28","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",187
"C0129-V103NS01","Cow 01","Farm 29","Jul","2021-07-22","NASAL SWAB","Summer","Year 3","Cow",147
"C0129-V203NS01","Cow 01","Farm 29","Oct","2021-10-15","NASAL SWAB","Autumn","Year 3","Cow",163
"C0129-V303NS01","Cow 01","Farm 29","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",181
"C0133-V103NS01","Cow 01","Farm 33","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",174
"C0133-V203NS01","Cow 01","Farm 33","Jan","2022-01-29","NASAL SWAB","Winter","Year 3","Cow",126
"C0136-V103NS01","Cow 01","Farm 36","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",173
"C0136-V203NS01","Cow 01","Farm 36","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",153
"C0136-V303NS01","Cow 01","Farm 36","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",154
"C0143-V103NS01","Cow 01","Farm 43","Jan","2022-01-11","NASAL SWAB","Winter","Year 3","Cow",39
"C0206-V103NS01","Cow 02","Farm 06","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",150
"C0206-V203NS01","Cow 02","Farm 06","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",200
"C0206-V303NS01","Cow 02","Farm 06","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",189
"C0206-V403NS01","Cow 02","Farm 06","Jan","2022-01-11","NASAL SWAB","Winter","Year 3","Cow",83
"C0207-V103NS01","Cow 02","Farm 07","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",90
"C0207-V203NS01","Cow 02","Farm 07","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",95
