"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Richness"
"C0802-V102NS01","Cow 08","Farm 02","Mar","2020-03-08","NASAL SWAB","Spring","Year 2","Cow",126
"C0810-V402NS01","Cow 08","Farm 10","Mar","2021-03-06","NASAL SWAB","Spring","Year 3","Cow",174
"C0811-V402NS01","Cow 08","Farm 11","Mar","2021-03-15","NASAL SWAB","Spring","Year 3","Cow",17
"C0820-V302NS01","Cow 08","Farm 20","Feb","2021-02-23","NASAL SWAB","Winter","Year 2","Cow",68
"C0820-V402NS01","Cow 08","Farm 20","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",78
"C0828-V402NS01","Cow 08","Farm 28","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",189
"C0834-V302NS01","Cow 08","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Cow",37
"C0835-V102NS01","Cow 08","Farm 35","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Cow",30
"C0835-V202NS01","Cow 08","Farm 35","May","2021-05-11","NASAL SWAB","Spring","Year 3","Cow",121
"C0835-V302NS01","Cow 08","Farm 35","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Cow",148
"C0835-V402NS01","Cow 08","Farm 35","Oct","2021-10-26","NASAL SWAB","Autumn","Year 3","Cow",155
"C0842-V402NS01","Cow 08","Farm 42","Oct","2021-10-23","NASAL SWAB","Autumn","Year 3","Cow",89
"C0902-V402NS01","Cow 09","Farm 02","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",31
"C0920-V402NS01","Cow 09","Farm 20","May","2021-05-04","NASAL SWAB","Spring","Year 3","Cow",173
"C0934-V402NS01","Cow 09","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Cow",49
"C0942-V402NS01","Cow 09","Farm 42","Oct","2021-10-23","NASAL SWAB","Autumn","Year 3","Cow",71
"C1002-V402NS01","Cow 10","Farm 02","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",29
"C1005-V402NS01","Cow 10","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Cow",106
"C1028-V402NS01","Cow 10","Farm 28","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",155
"C1034-V402NS01","Cow 10","Farm 34","Jul","2021-07-19","NASAL SWAB","Summer","Year 3","Cow",68
"C1036-V302NS01","Cow 10","Farm 36","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",107
"C1036-V402NS01","Cow 10","Farm 36","Aug","2021-08-01","NASAL SWAB","Summer","Year 3","Cow",163
"C1102-V402NS01","Cow 11","Farm 02","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",61
"C1128-V402NS01","Cow 11","Farm 28","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",116
"C1202-V402NS01","Cow 12","Farm 02","Dec","2020-12-12","NASAL SWAB","Winter","Year 2","Cow",52
"C1228-V402NS01","Cow 12","Farm 28","May","2021-05-10","NASAL SWAB","Spring","Year 3","Cow",215
"D0101-V202NS01","Control 01","Farm 01","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Non-Farmer",5
"D0101-V302NS01","Control 01","Farm 01","Mar","2021-03-22","NASAL SWAB","Spring","Year 3","Non-Farmer",10
"D0101-V402NS01","Control 01","Farm 01","May","2021-05-19","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0102-V302NS01","Control 01","Farm 02","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Non-Farmer",15
"D0102-V402NS01","Control 01","Farm 02","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",18
"D0104-V302NS01","Control 01","Farm 04","Nov","2020-11-30","NASAL SWAB","Autumn","Year 2","Non-Farmer",39
"D0104-V402NS01","Control 01","Farm 04","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",10
"D0105-V102NS01","Control 01","Farm 05","Dec","2020-12-23","NASAL SWAB","Winter","Year 2","Non-Farmer",35
"D0105-V202NS01","Control 01","Farm 05","Feb","2021-02-26","NASAL SWAB","Winter","Year 2","Non-Farmer",7
"D0105-V302NS01","Control 01","Farm 05","May","2021-05-19","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0105-V402NS01","Control 01","Farm 05","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Non-Farmer",41
"D0106-V202NS01","Control 01","Farm 06","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Non-Farmer",6
"D0106-V302NS01","Control 01","Farm 06","Feb","2021-02-24","NASAL SWAB","Winter","Year 2","Non-Farmer",4
"D0106-V402NS01","Control 01","Farm 06","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Non-Farmer",5
"D0107-V102NS01","Control 01","Farm 07","Dec","2020-12-26","NASAL SWAB","Winter","Year 2","Non-Farmer",29
"D0107-V202NS01","Control 01","Farm 07","Feb","2021-02-26","NASAL SWAB","Winter","Year 2","Non-Farmer",18
"D0107-V302NS01","Control 01","Farm 07","May","2021-05-09","NASAL SWAB","Spring","Year 3","Non-Farmer",21
"D0107-V402NS01","Control 01","Farm 07","Aug","2021-08-04","NASAL SWAB","Summer","Year 3","Non-Farmer",20
"D0108-V102NS01","Control 01","Farm 08","Dec","2020-12-16","NASAL SWAB","Winter","Year 2","Non-Farmer",10
"D0108-V202NS01","Control 01","Farm 08","Mar","2021-03-19","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D0108-V302NS01","Control 01","Farm 08","May","2021-05-24","NASAL SWAB","Spring","Year 3","Non-Farmer",11
"D0108-V402NS01","Control 01","Farm 08","Aug","2021-08-09","NASAL SWAB","Summer","Year 3","Non-Farmer",4
"D0109-V302NS01","Control 01","Farm 09","Dec","2020-12-04","NASAL SWAB","Winter","Year 2","Non-Farmer",48
"D0109-V402NS01","Control 01","Farm 09","Mar","2021-03-23","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0110-V302NS01","Control 01","Farm 10","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Non-Farmer",8
"D0110-V402NS01","Control 01","Farm 10","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",18
"D0111-V202NS01","Control 01","Farm 11","Dec","2020-12-03","NASAL SWAB","Winter","Year 2","Non-Farmer",7
"D0111-V302NS01","Control 01","Farm 11","Mar","2021-03-04","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0111-V402NS01","Control 01","Farm 11","May","2021-05-19","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0112-V202NS01","Control 01","Farm 12","Dec","2020-12-21","NASAL SWAB","Winter","Year 2","Non-Farmer",11
"D0112-V302NS01","Control 01","Farm 12","Mar","2021-03-17","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0112-V402NS01","Control 01","Farm 12","May","2021-05-25","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D0114-V202NS01","Control 01","Farm 14","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Non-Farmer",16
"D0114-V302NS01","Control 01","Farm 14","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Non-Farmer",10
"D0114-V402NS01","Control 01","Farm 14","May","2021-05-03","NASAL SWAB","Spring","Year 3","Non-Farmer",5
"D0115-V202NS01","Control 01","Farm 15","Dec","2020-12-23","NASAL SWAB","Winter","Year 2","Non-Farmer",27
"D0115-V302NS01","Control 01","Farm 15","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",3
"D0115-V402NS01","Control 01","Farm 15","May","2021-05-24","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0116-V202NS01","Control 01","Farm 16","Dec","2020-12-30","NASAL SWAB","Winter","Year 2","Non-Farmer",16
"D0116-V302NS01","Control 01","Farm 16","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0116-V402NS01","Control 01","Farm 16","May","2021-05-12","NASAL SWAB","Spring","Year 3","Non-Farmer",21
"D0117-V202NS01","Control 01","Farm 17","Dec","2020-12-31","NASAL SWAB","Winter","Year 2","Non-Farmer",14
"D0117-V302NS01","Control 01","Farm 17","Apr","2021-04-01","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0117-V402NS01","Control 01","Farm 17","May","2021-05-27","NASAL SWAB","Spring","Year 3","Non-Farmer",29
"D0119-V202NS01","Control 01","Farm 19","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Non-Farmer",10
"D0119-V302NS01","Control 01","Farm 19","Mar","2021-03-11","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0119-V402NS01","Control 01","Farm 19","May","2021-05-13","NASAL SWAB","Spring","Year 3","Non-Farmer",5
"D0120-V202NS01","Control 01","Farm 20","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Non-Farmer",30
"D0120-V302NS01","Control 01","Farm 20","Mar","2021-03-04","NASAL SWAB","Spring","Year 3","Non-Farmer",17
"D0120-V402NS01","Control 01","Farm 20","Jun","2021-06-01","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0121-V202NS01","Control 01","Farm 21","Dec","2020-12-08","NASAL SWAB","Winter","Year 2","Non-Farmer",6
"D0121-V302NS01","Control 01","Farm 21","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Non-Farmer",3
"D0121-V402NS01","Control 01","Farm 21","May","2021-05-03","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0123-V202NS01","Control 01","Farm 23","Nov","2020-11-19","NASAL SWAB","Autumn","Year 2","Non-Farmer",17
"D0123-V302NS01","Control 01","Farm 23","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Non-Farmer",33
"D0123-V402NS01","Control 01","Farm 23","Apr","2021-04-24","NASAL SWAB","Spring","Year 3","Non-Farmer",28
"D0124-V202NS01","Control 01","Farm 24","Dec","2020-12-13","NASAL SWAB","Winter","Year 2","Non-Farmer",22
"D0124-V302NS01","Control 01","Farm 24","Feb","2021-02-14","NASAL SWAB","Winter","Year 2","Non-Farmer",19
"D0124-V402NS01","Control 01","Farm 24","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Non-Farmer",28
"D0125-V102NS01","Control 01","Farm 25","Dec","2020-12-22","NASAL SWAB","Winter","Year 2","Non-Farmer",13
"D0125-V202NS01","Control 01","Farm 25","Feb","2021-02-24","NASAL SWAB","Winter","Year 2","Non-Farmer",15
"D0125-V302NS01","Control 01","Farm 25","May","2021-05-05","NASAL SWAB","Spring","Year 3","Non-Farmer",8
"D0125-V402NS01","Control 01","Farm 25","Jul","2021-07-26","NASAL SWAB","Summer","Year 3","Non-Farmer",10
"D0126-V102NS01","Control 01","Farm 26","Dec","2020-12-22","NASAL SWAB","Winter","Year 2","Non-Farmer",31
"D0126-V202NS01","Control 01","Farm 26","Feb","2021-02-17","NASAL SWAB","Winter","Year 2","Non-Farmer",16
"D0126-V302NS01","Control 01","Farm 26","May","2021-05-25","NASAL SWAB","Spring","Year 3","Non-Farmer",38
"D0126-V402NS01","Control 01","Farm 26","Jul","2021-07-30","NASAL SWAB","Summer","Year 3","Non-Farmer",47
"D0129-V102NS01","Control 01","Farm 29","Dec","2020-12-22","NASAL SWAB","Winter","Year 2","Non-Farmer",27
"D0129-V202NS01","Control 01","Farm 29","Feb","2021-02-18","NASAL SWAB","Winter","Year 2","Non-Farmer",26
"D0129-V302NS01","Control 01","Farm 29","May","2021-05-04","NASAL SWAB","Spring","Year 3","Non-Farmer",28
"D0129-V402NS01","Control 01","Farm 29","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Non-Farmer",22
"D0133-V102NS01","Control 01","Farm 33","Mar","2021-03-25","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0133-V202NS01","Control 01","Farm 33","May","2021-05-25","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0133-V302NS01","Control 01","Farm 33","Aug","2021-08-15","NASAL SWAB","Summer","Year 3","Non-Farmer",10
"D0133-V402NS01","Control 01","Farm 33","Nov","2021-11-07","NASAL SWAB","Autumn","Year 3","Non-Farmer",21
"D0134-V102NS01","Control 01","Farm 34","Nov","2020-11-24","NASAL SWAB","Autumn","Year 2","Non-Farmer",86
"D0134-V202NS01","Control 01","Farm 34","Feb","2021-02-12","NASAL SWAB","Winter","Year 2","Non-Farmer",14
"D0134-V302NS01","Control 01","Farm 34","Apr","2021-04-21","NASAL SWAB","Spring","Year 3","Non-Farmer",18
"D0134-V402NS01","Control 01","Farm 34","Jul","2021-07-15","NASAL SWAB","Summer","Year 3","Non-Farmer",28
"D0135-V102NS01","Control 01","Farm 35","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0135-V202NS01","Control 01","Farm 35","May","2021-05-09","NASAL SWAB","Spring","Year 3","Non-Farmer",8
"D0135-V302NS01","Control 01","Farm 35","Aug","2021-08-19","NASAL SWAB","Summer","Year 3","Non-Farmer",8
"D0135-V402NS01","Control 01","Farm 35","Nov","2021-11-05","NASAL SWAB","Autumn","Year 3","Non-Farmer",8
"D0137-V102NS01","Control 01","Farm 37","Mar","2021-03-25","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0137-V202NS01","Control 01","Farm 37","May","2021-05-24","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0137-V302NS01","Control 01","Farm 37","Aug","2021-08-11","NASAL SWAB","Summer","Year 3","Non-Farmer",19
"D0137-V402NS01","Control 01","Farm 37","Nov","2021-11-11","NASAL SWAB","Autumn","Year 3","Non-Farmer",15
"D0138-V102NS01","Control 01","Farm 38","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",32
"D0138-V202NS01","Control 01","Farm 38","May","2021-05-19","NASAL SWAB","Spring","Year 3","Non-Farmer",32
"D0138-V302NS01","Control 01","Farm 38","Aug","2021-08-10","NASAL SWAB","Summer","Year 3","Non-Farmer",71
"D0141-V202NS01","Control 01","Farm 41","May","2021-05-21","NASAL SWAB","Spring","Year 3","Non-Farmer",29
"D0141-V302NS01","Control 01","Farm 41","Aug","2021-08-12","NASAL SWAB","Summer","Year 3","Non-Farmer",36
"D0141-V402NS01","Control 01","Farm 41","Nov","2021-11-05","NASAL SWAB","Autumn","Year 3","Non-Farmer",6
"D0142-V102NS01","Control 01","Farm 42","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Non-Farmer",22
"D0142-V202NS01","Control 01","Farm 42","May","2021-05-18","NASAL SWAB","Spring","Year 3","Non-Farmer",21
"D0142-V302NS01","Control 01","Farm 42","Aug","2021-08-18","NASAL SWAB","Summer","Year 3","Non-Farmer",15
"D0142-V402NS01","Control 01","Farm 42","Nov","2021-11-28","NASAL SWAB","Autumn","Year 3","Non-Farmer",51
"D0143-V102NS01","Control 01","Farm 43","Feb","2021-02-12","NASAL SWAB","Winter","Year 2","Non-Farmer",12
"D0143-V302NS01","Control 01","Farm 43","Jul","2021-07-16","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0143-V402NS01","Control 01","Farm 43","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Non-Farmer",26
"D0201-V202NS01","Control 02","Farm 01","Dec","2020-12-30","NASAL SWAB","Winter","Year 2","Non-Farmer",6
"D0201-V302NS01","Control 02","Farm 01","Feb","2021-02-26","NASAL SWAB","Winter","Year 2","Non-Farmer",26
"D0202-V302NS01","Control 02","Farm 02","Dec","2020-12-28","NASAL SWAB","Winter","Year 2","Non-Farmer",23
"D0202-V402NS01","Control 02","Farm 02","Mar","2021-03-24","NASAL SWAB","Spring","Year 3","Non-Farmer",8
"D0210-V302NS01","Control 02","Farm 10","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Non-Farmer",23
"D0210-V402NS01","Control 02","Farm 10","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0215-V202NS01","Control 02","Farm 15","Dec","2020-12-16","NASAL SWAB","Winter","Year 2","Non-Farmer",14
"D0215-V302NS01","Control 02","Farm 15","Apr","2021-04-02","NASAL SWAB","Spring","Year 3","Non-Farmer",18
"D0215-V402NS01","Control 02","Farm 15","May","2021-05-17","NASAL SWAB","Spring","Year 3","Non-Farmer",22
"D0219-V202NS01","Control 02","Farm 19","Dec","2020-12-13","NASAL SWAB","Winter","Year 2","Non-Farmer",13
"D0219-V302NS01","Control 02","Farm 19","Mar","2021-03-10","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0219-V402NS01","Control 02","Farm 19","May","2021-05-20","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0221-V102NS01","Control 02","Farm 21","Mar","2021-03-26","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0221-V202NS01","Control 02","Farm 21","May","2021-05-26","NASAL SWAB","Spring","Year 3","Non-Farmer",19
"D0221-V302NS01","Control 02","Farm 21","Aug","2021-08-16","NASAL SWAB","Summer","Year 3","Non-Farmer",49
"D0221-V402NS01","Control 02","Farm 21","Nov","2021-11-19","NASAL SWAB","Autumn","Year 3","Non-Farmer",33
"D0222-V102NS01","Control 02","Farm 22","Dec","2020-12-07","NASAL SWAB","Winter","Year 2","Non-Farmer",53
"D0222-V202NS01","Control 02","Farm 22","Feb","2021-02-24","NASAL SWAB","Winter","Year 2","Non-Farmer",26
"D0222-V302NS01","Control 02","Farm 22","May","2021-05-18","NASAL SWAB","Spring","Year 3","Non-Farmer",30
"D0222-V402NS01","Control 02","Farm 22","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Non-Farmer",40
"D0223-V102NS01","Control 02","Farm 23","Dec","2020-12-15","NASAL SWAB","Winter","Year 2","Non-Farmer",20
"D0223-V202NS01","Control 02","Farm 23","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Non-Farmer",26
"D0223-V302NS01","Control 02","Farm 23","Apr","2021-04-24","NASAL SWAB","Spring","Year 3","Non-Farmer",36
"D0223-V402NS01","Control 02","Farm 23","Jul","2021-07-14","NASAL SWAB","Summer","Year 3","Non-Farmer",45
"D0226-V102NS01","Control 02","Farm 26","Dec","2020-12-09","NASAL SWAB","Winter","Year 2","Non-Farmer",19
"D0226-V202NS01","Control 02","Farm 26","Feb","2021-02-26","NASAL SWAB","Winter","Year 2","Non-Farmer",12
"D0226-V302NS01","Control 02","Farm 26","May","2021-05-11","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0226-V402NS01","Control 02","Farm 26","Sep","2021-09-17","NASAL SWAB","Autumn","Year 3","Non-Farmer",15
"D0229-V102NS01","Control 02","Farm 29","Dec","2020-12-10","NASAL SWAB","Winter","Year 2","Non-Farmer",28
"D0229-V202NS01","Control 02","Farm 29","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",22
"D0229-V302NS01","Control 02","Farm 29","May","2021-05-06","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0229-V402NS01","Control 02","Farm 29","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Non-Farmer",8
"D0233-V102NS01","Control 02","Farm 33","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D0233-V202NS01","Control 02","Farm 33","May","2021-05-20","NASAL SWAB","Spring","Year 3","Non-Farmer",30
"D0233-V302NS01","Control 02","Farm 33","Aug","2021-08-10","NASAL SWAB","Summer","Year 3","Non-Farmer",40
"D0233-V402NS01","Control 02","Farm 33","Oct","2021-10-29","NASAL SWAB","Autumn","Year 3","Non-Farmer",21
"D0234-V102NS01","Control 02","Farm 34","Dec","2020-12-13","NASAL SWAB","Winter","Year 2","Non-Farmer",8
"D0234-V202NS01","Control 02","Farm 34","Feb","2021-02-19","NASAL SWAB","Winter","Year 2","Non-Farmer",7
"D0236-V102NS01","Control 02","Farm 36","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D0236-V202NS01","Control 02","Farm 36","May","2021-05-24","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0236-V302NS01","Control 02","Farm 36","Aug","2021-08-26","NASAL SWAB","Summer","Year 3","Non-Farmer",14
"D0236-V402NS01","Control 02","Farm 36","Nov","2021-11-08","NASAL SWAB","Autumn","Year 3","Non-Farmer",30
"D0239-V102NS01","Control 02","Farm 39","Mar","2021-03-24","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0239-V202NS01","Control 02","Farm 39","May","2021-05-24","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0239-V302NS01","Control 02","Farm 39","Aug","2021-08-16","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0239-V402NS01","Control 02","Farm 39","Oct","2021-10-28","NASAL SWAB","Autumn","Year 3","Non-Farmer",4
"D0241-V102NS01","Control 02","Farm 41","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0241-V202NS01","Control 02","Farm 41","May","2021-05-17","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0241-V302NS01","Control 02","Farm 41","Jul","2021-07-28","NASAL SWAB","Summer","Year 3","Non-Farmer",9
"D0241-V402NS01","Control 02","Farm 41","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Non-Farmer",23
"D0242-V102NS01","Control 02","Farm 42","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D0242-V202NS01","Control 02","Farm 42","May","2021-05-26","NASAL SWAB","Spring","Year 3","Non-Farmer",29
"D0242-V302NS01","Control 02","Farm 42","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Non-Farmer",33
"D0242-V402NS01","Control 02","Farm 42","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Non-Farmer",59
"D0301-V202NS01","Control 03","Farm 01","Dec","2020-12-17","NASAL SWAB","Winter","Year 2","Non-Farmer",25
"D0301-V302NS01","Control 03","Farm 01","Feb","2021-02-25","NASAL SWAB","Winter","Year 2","Non-Farmer",24
"D0302-V302NS01","Control 03","Farm 02","Nov","2020-11-28","NASAL SWAB","Autumn","Year 2","Non-Farmer",34
"D0302-V402NS01","Control 03","Farm 02","Mar","2021-03-04","NASAL SWAB","Spring","Year 3","Non-Farmer",10
"D0326-V102NS01","Control 03","Farm 26","Dec","2020-12-13","NASAL SWAB","Winter","Year 2","Non-Farmer",10
"D0326-V202NS01","Control 03","Farm 26","Mar","2021-03-17","NASAL SWAB","Spring","Year 3","Non-Farmer",10
"D0326-V302NS01","Control 03","Farm 26","May","2021-05-25","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0326-V402NS01","Control 03","Farm 26","Aug","2021-08-17","NASAL SWAB","Summer","Year 3","Non-Farmer",7
"D0334-V102NS01","Control 03","Farm 34","Dec","2020-12-17","NASAL SWAB","Winter","Year 2","Non-Farmer",29
"D0334-V202NS01","Control 03","Farm 34","Feb","2021-02-15","NASAL SWAB","Winter","Year 2","Non-Farmer",13
"D0334-V302NS01","Control 03","Farm 34","Apr","2021-04-23","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0334-V402NS01","Control 03","Farm 34","Jul","2021-07-17","NASAL SWAB","Summer","Year 3","Non-Farmer",33
"D0336-V102NS01","Control 03","Farm 36","Dec","2020-12-11","NASAL SWAB","Winter","Year 2","Non-Farmer",8
"D0336-V202NS01","Control 03","Farm 36","Mar","2021-03-11","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0336-V302NS01","Control 03","Farm 36","May","2021-05-17","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0336-V402NS01","Control 03","Farm 36","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Non-Farmer",18
"D0402-V302NS01","Control 04","Farm 02","Nov","2020-11-29","NASAL SWAB","Autumn","Year 2","Non-Farmer",61
"D0402-V402NS01","Control 04","Farm 02","Mar","2021-03-04","NASAL SWAB","Spring","Year 3","Non-Farmer",24
"D0436-V102NS01","Control 04","Farm 36","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",13
"D0436-V202NS01","Control 04","Farm 36","May","2021-05-13","NASAL SWAB","Spring","Year 3","Non-Farmer",8
"D0436-V302NS01","Control 04","Farm 36","Aug","2021-08-03","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0436-V402NS01","Control 04","Farm 36","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Non-Farmer",21
"D0502-V102NS01","Control 05","Farm 02","Mar","2021-03-11","NASAL SWAB","Spring","Year 3","Non-Farmer",16
"D0502-V202NS01","Control 05","Farm 02","May","2021-05-27","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0502-V302NS01","Control 05","Farm 02","Aug","2021-08-27","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0502-V402NS01","Control 05","Farm 02","Nov","2021-11-05","NASAL SWAB","Autumn","Year 3","Non-Farmer",25
"D0536-V102NS01","Control 05","Farm 36","Mar","2021-03-05","NASAL SWAB","Spring","Year 3","Non-Farmer",23
"D0536-V202NS01","Control 05","Farm 36","May","2021-05-21","NASAL SWAB","Spring","Year 3","Non-Farmer",41
"D0536-V302NS01","Control 05","Farm 36","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Non-Farmer",61
"D0536-V402NS01","Control 05","Farm 36","Oct","2021-10-21","NASAL SWAB","Autumn","Year 3","Non-Farmer",75
"D0636-V102NS01","Control 06","Farm 36","Mar","2021-03-16","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0636-V202NS01","Control 06","Farm 36","May","2021-05-16","NASAL SWAB","Spring","Year 3","Non-Farmer",11
"D0636-V302NS01","Control 06","Farm 36","Aug","2021-08-14","NASAL SWAB","Summer","Year 3","Non-Farmer",5
"D0636-V402NS01","Control 06","Farm 36","Nov","2021-11-05","NASAL SWAB","Autumn","Year 3","Non-Farmer",5
"D0922-V302NS01","Control 09","Farm 22","Mar","2021-03-10","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0922-V402NS01","Control 09","Farm 22","Apr","2021-04-28","NASAL SWAB","Spring","Year 3","Non-Farmer",21
"D0927-V302NS01","Control 09","Farm 27","Mar","2021-03-01","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0927-V402NS01","Control 09","Farm 27","May","2021-05-10","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0928-V302NS01","Control 09","Farm 28","Mar","2021-03-08","NASAL SWAB","Spring","Year 3","Non-Farmer",11
"D0928-V402NS01","Control 09","Farm 28","May","2021-05-06","NASAL SWAB","Spring","Year 3","Non-Farmer",6
"D0936-V202NS01","Control 09","Farm 36","Mar","2021-03-07","NASAL SWAB","Spring","Year 3","Non-Farmer",7
"D0936-V302NS01","Control 09","Farm 36","May","2021-05-16","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0936-V402NS01","Control 09","Farm 36","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Non-Farmer",6
"D1016-V302NS01","Control 10","Farm 16","Mar","2021-03-03","NASAL SWAB","Spring","Year 3","Non-Farmer",15
"D1016-V402NS01","Control 10","Farm 16","May","2021-05-12","NASAL SWAB","Spring","Year 3","Non-Farmer",22
"D1034-V302NS01","Control 10","Farm 34","Apr","2021-04-26","NASAL SWAB","Spring","Year 3","Non-Farmer",17
"D1034-V402NS01","Control 10","Farm 34","Jul","2021-07-18","NASAL SWAB","Summer","Year 3","Non-Farmer",8
"W0102-V402NS01","Worker 01","Farm 02","Dec","2020-12-16","NASAL SWAB","Winter","Year 2","Farmer",21
"W0103-V402NS01","Worker 01","Farm 03","Dec","2020-12-14","NASAL SWAB","Winter","Year 2","Farmer",58
"W0105-V402NS01","Worker 01","Farm 05","Nov","2020-11-23","NASAL SWAB","Autumn","Year 2","Farmer",99
"W0106-V302NS01","Worker 01","Farm 06","Nov","2020-11-16","NASAL SWAB","Autumn","Year 2","Farmer",52
